,education,income,income_work,income_rent,income_capital,race,gender,weight,age,occupation,uf
21013,11.0,792.0,622.0,,170.0,16,2,341.0,29.0,5142.0,13
21014,6.0,,,,,16,1,341.0,13.0,5211.0,13
21015,3.0,,,,,4,2,340.0,12.0,,13
21016,3.0,,,,,16,2,340.0,10.0,,13
21017,1.0,,,,,16,1,341.0,8.0,,13
21018,11.0,3200.0,1200.0,2000.0,2000.0,4,1,341.0,57.0,3242.0,13
21019,8.0,,,,,16,2,340.0,51.0,,13
21020,15.0,2200.0,2200.0,,,4,1,341.0,26.0,2312.0,13
21021,0.0,,,,,4,1,341.0,46.0,6229.0,13
21022,9.0,1800.0,1800.0,,,16,1,340.0,29.0,7825.0,13
21023,9.0,756.0,622.0,,134.0,16,2,341.0,26.0,5142.0,13
21024,2.0,,,,,16,2,341.0,10.0,,13
21025,1.0,,,,,16,2,341.0,8.0,,13
21026,14.0,,,,,16,2,341.0,42.0,,13
21027,7.0,60.0,,,60.0,16,2,340.0,32.0,,13
21028,7.0,,,,,4,1,340.0,16.0,,13
21029,2.0,,,,,16,1,340.0,13.0,,13
21030,4.0,,,,,4,2,340.0,12.0,,13
21031,4.0,,,,,4,1,341.0,32.0,,13
21032,11.0,96.0,,,96.0,4,2,341.0,24.0,,13
21033,2.0,,,,,16,1,340.0,8.0,,13
21034,0.0,,,,,16,1,341.0,3.0,,13
21035,11.0,800.0,800.0,,,16,1,340.0,54.0,4110.0,13
21036,11.0,700.0,700.0,,,4,2,341.0,54.0,3313.0,13
21037,5.0,2198.0,2000.0,,198.0,16,2,341.0,34.0,5211.0,13
21038,11.0,1000.0,1000.0,,,4,1,341.0,30.0,6129.0,13
21039,7.0,,,,,16,2,341.0,14.0,5211.0,13
21040,4.0,,,,,4,2,340.0,13.0,5211.0,13
21041,3.0,,,,,16,2,340.0,10.0,,13
21042,0.0,,,,,4,1,340.0,7.0,,13
21043,11.0,802.0,622.0,,180.0,4,2,340.0,33.0,5142.0,13
21044,4.0,600.0,600.0,,,16,1,341.0,57.0,1310.0,13
21045,0.0,622.0,,,,4,2,340.0,67.0,6229.0,13
21046,0.0,,,,,2,2,341.0,52.0,,13
21047,2.0,600.0,600.0,,,4,1,341.0,53.0,1310.0,13
21048,8.0,250.0,250.0,,,4,2,340.0,44.0,5121.0,13
21049,5.0,,,,,4,2,340.0,49.0,,13
21050,4.0,450.0,450.0,,,4,1,340.0,65.0,6129.0,13
21051,0.0,,,,,16,1,340.0,6.0,,13
21052,6.0,600.0,600.0,,,4,1,341.0,35.0,2625.0,13
21053,8.0,,,,,16,2,340.0,18.0,,13
21054,0.0,,,,,16,1,341.0,0.0,,13
21055,8.0,500.0,500.0,,,16,1,341.0,30.0,6129.0,13
21056,6.0,,,,,4,2,341.0,20.0,,13
21057,0.0,,,,,16,2,340.0,58.0,6210.0,13
21058,4.0,,,,,2,1,340.0,14.0,,13
21059,3.0,,,,,2,2,340.0,12.0,,13
21060,0.0,622.0,,,,16,1,341.0,72.0,6229.0,13
21061,2.0,622.0,,,,4,2,340.0,66.0,6229.0,13
21062,3.0,,,,,16,1,340.0,11.0,,13
21063,4.0,,,,,4,1,341.0,54.0,6229.0,13
21064,4.0,,,,,4,2,341.0,49.0,6229.0,13
21065,2.0,,,,,16,1,341.0,9.0,,13
21066,11.0,800.0,800.0,,,4,1,341.0,28.0,6129.0,13
21067,13.0,702.0,600.0,,102.0,4,2,341.0,27.0,6129.0,13
21068,0.0,,,,,4,1,341.0,3.0,,13
21069,7.0,1000.0,1000.0,,,4,2,340.0,46.0,6129.0,13
21070,0.0,1000.0,1000.0,,,4,1,341.0,32.0,6129.0,13
21071,3.0,,,,,4,1,341.0,11.0,,13
21072,0.0,1122.0,500.0,,,16,1,341.0,64.0,6129.0,13
21073,7.0,834.0,700.0,,134.0,16,2,341.0,29.0,7827.0,13
21074,4.0,,,,,4,1,340.0,13.0,,13
21075,0.0,,,,,4,2,341.0,6.0,,13
21076,4.0,,,,,4,2,340.0,48.0,6229.0,13
21077,3.0,1400.0,1400.0,,,4,1,340.0,23.0,6129.0,13
21078,0.0,,,,,4,1,341.0,54.0,6229.0,13
21079,8.0,622.0,622.0,,,4,2,341.0,53.0,5132.0,13
21080,0.0,1322.0,700.0,,622.0,16,1,341.0,81.0,5121.0,13
21081,13.0,174.0,,,174.0,2,2,341.0,35.0,,13
21082,3.0,2150.0,1000.0,1150.0,1150.0,4,1,341.0,44.0,7152.0,13
21083,10.0,,,,,4,2,341.0,18.0,,13
21084,8.0,,,,,4,1,340.0,17.0,,13
21085,6.0,,,,,4,2,341.0,15.0,,13
21086,4.0,,,,,4,1,341.0,14.0,,13
21087,0.0,,,,,4,1,340.0,1.0,,13
21088,14.0,2623.0,2623.0,,,4,2,340.0,32.0,2312.0,13
21089,7.0,622.0,622.0,,,8,1,341.0,27.0,6229.0,13
21090,3.0,70.0,,,,4,1,340.0,12.0,,13
21091,3.0,70.0,,,,4,2,341.0,10.0,,13
21092,0.0,,,,,4,2,341.0,6.0,,13
21093,7.0,,,,,16,2,341.0,34.0,,13
21094,7.0,1244.0,1244.0,,,16,1,341.0,40.0,6410.0,13
21095,10.0,,,,,4,2,340.0,19.0,,13
21096,7.0,420.0,420.0,,,4,1,341.0,17.0,7170.0,13
21097,6.0,,,,,4,1,341.0,16.0,,13
21098,4.0,,,,,4,1,340.0,12.0,,13
21099,8.0,7000.0,5000.0,2000.0,2000.0,2,1,340.0,47.0,5211.0,13
21100,13.0,2200.0,2200.0,,,4,1,341.0,53.0,3542.0,13
21101,15.0,2200.0,2200.0,,,4,2,340.0,32.0,2394.0,13
21102,8.0,10000.0,10000.0,,,8,1,341.0,57.0,1219.0,13
21103,11.0,850.0,850.0,,,4,1,340.0,47.0,7152.0,13
21104,4.0,1200.0,1200.0,,,4,1,341.0,34.0,7152.0,13
21105,3.0,622.0,622.0,,,4,2,340.0,44.0,5121.0,13
21106,11.0,1244.0,1244.0,,,4,1,341.0,62.0,5174.0,13
21107,5.0,653.0,653.0,,,4,1,340.0,27.0,6229.0,13
21108,10.0,,,,,4,2,341.0,19.0,,13
21109,1.0,,,,,16,1,341.0,14.0,,13
21110,0.0,,,,,4,1,341.0,6.0,,13
21111,,622.0,,,622.0,4,1,340.0,19.0,,13
21112,,,,,,2,1,340.0,17.0,,13
21113,11.0,1200.0,1200.0,,,4,1,340.0,24.0,6229.0,13
21114,11.0,900.0,800.0,,100.0,16,2,340.0,19.0,6229.0,13
21115,0.0,,,,,16,1,340.0,5.0,,13
21116,0.0,,,,,4,2,340.0,1.0,,13
21117,11.0,600.0,600.0,,,4,1,340.0,26.0,7170.0,13
21118,11.0,860.0,800.0,,60.0,4,2,341.0,25.0,4141.0,13
21119,0.0,,,,,16,1,340.0,4.0,,13
21120,15.0,622.0,622.0,,,16,2,340.0,25.0,4110.0,13
21121,0.0,,,,,4,2,340.0,5.0,,13
21122,11.0,2200.0,2200.0,,,4,1,341.0,38.0,7156.0,13
21123,11.0,850.0,850.0,,,16,2,341.0,29.0,8181.0,13
21124,5.0,,,,,4,2,341.0,12.0,,13
21125,3.0,,,,,16,2,341.0,10.0,,13
21126,5.0,1453.0,1453.0,,,4,1,341.0,37.0,9131.0,13
21127,11.0,1000.0,1000.0,,,4,1,340.0,29.0,4122.0,13
21128,11.0,622.0,622.0,,,16,2,341.0,23.0,4110.0,13
21129,11.0,1100.0,600.0,,300.0,4,2,340.0,29.0,5101.0,13
21130,0.0,,,,,4,1,341.0,3.0,,13
21131,0.0,,,,,4,2,341.0,0.0,,13
21132,6.0,4122.0,2622.0,1500.0,1500.0,4,1,340.0,35.0,7823.0,13
21133,15.0,2488.0,2488.0,,,16,2,341.0,33.0,2312.0,13
21134,0.0,,,,,16,2,341.0,7.0,,13
21135,0.0,,,,,16,2,340.0,3.0,,13
21136,15.0,800.0,800.0,,,16,2,341.0,35.0,4110.0,13
21137,15.0,2000.0,,,,4,2,341.0,56.0,,13
21138,0.0,622.0,,,,16,1,341.0,76.0,,13
21139,11.0,800.0,800.0,,,16,1,341.0,41.0,7152.0,13
21140,11.0,830.0,500.0,,130.0,4,2,341.0,36.0,5121.0,13
21141,5.0,,,,,4,1,341.0,13.0,,13
21142,0.0,,,,,16,1,341.0,5.0,,13
21143,4.0,500.0,300.0,,200.0,4,2,340.0,35.0,5241.0,13
21144,8.0,800.0,800.0,,,16,1,341.0,28.0,7152.0,13
21145,,622.0,622.0,,,4,1,341.0,16.0,5191.0,13
21146,4.0,,,,,4,1,341.0,14.0,,13
21147,0.0,,,,,4,1,340.0,7.0,,13
21148,6.0,200.0,,200.0,200.0,4,2,341.0,20.0,,13
21149,0.0,,,,,4,2,340.0,4.0,,13
21150,0.0,,,,,4,1,341.0,0.0,,13
21151,11.0,850.0,850.0,,,4,1,341.0,21.0,4141.0,13
21152,11.0,622.0,622.0,,,4,2,341.0,26.0,4110.0,13
21153,11.0,2000.0,2000.0,,,4,1,341.0,23.0,413.0,13
21154,8.0,1400.0,1400.0,,,4,1,341.0,49.0,7825.0,13
21155,13.0,622.0,622.0,,,4,1,340.0,31.0,5142.0,13
21156,11.0,,,,,4,2,341.0,30.0,,13
21157,5.0,,,,,4,1,340.0,12.0,,13
21158,3.0,,,,,4,1,341.0,11.0,,13
21159,2.0,,,,,4,2,340.0,9.0,,13
21160,2.0,622.0,,,,4,1,340.0,65.0,,13
21161,11.0,622.0,,,,4,2,340.0,31.0,,13
21162,8.0,622.0,622.0,,,4,1,340.0,44.0,5142.0,13
21163,11.0,,,,,4,2,340.0,39.0,,13
21164,0.0,,,,,4,1,340.0,8.0,,13
21165,0.0,,,,,4,1,341.0,1.0,,13
21166,3.0,,,,,4,2,341.0,39.0,,13
21167,11.0,,,,,4,1,341.0,26.0,,13
21168,1.0,,,,,4,1,341.0,11.0,,13
21169,0.0,,,,,4,1,340.0,5.0,,13
21170,8.0,1000.0,1000.0,,,4,1,341.0,41.0,5142.0,13
21171,8.0,400.0,400.0,,,4,2,340.0,45.0,5134.0,13
21172,10.0,,,,,4,1,340.0,18.0,,13
21173,10.0,,,,,4,1,340.0,17.0,,13
21174,11.0,600.0,450.0,,150.0,4,2,341.0,33.0,5121.0,13
21175,4.0,,,,,4,2,340.0,11.0,,13
21176,0.0,,,,,4,1,340.0,8.0,,13
21177,0.0,,,,,4,2,341.0,6.0,,13
21178,11.0,,,,,4,2,341.0,28.0,,13
21179,11.0,850.0,850.0,,,4,1,341.0,27.0,5174.0,13
21180,0.0,,,,,4,2,341.0,6.0,,13
21181,1.0,300.0,300.0,,,4,1,341.0,48.0,6129.0,13
21182,0.0,189.0,,,189.0,8,2,340.0,37.0,,13
21183,10.0,622.0,622.0,,,4,1,340.0,18.0,5211.0,13
21184,5.0,,,,,4,2,341.0,16.0,,13
21185,4.0,,,,,4,1,341.0,15.0,,13
21186,1.0,,,,,4,2,341.0,13.0,,13
21187,0.0,,,,,4,1,341.0,11.0,,13
21188,0.0,,,,,4,2,340.0,10.0,,13
21189,0.0,,,,,4,2,341.0,8.0,,13
21190,0.0,,,,,4,1,340.0,6.0,,13
21191,0.0,,,,,4,2,340.0,5.0,,13
21192,0.0,622.0,,,,4,2,340.0,65.0,,13
21193,0.0,489.0,300.0,,189.0,4,2,341.0,28.0,6129.0,13
21194,0.0,,,,,4,2,341.0,9.0,,13
21195,0.0,,,,,4,2,341.0,6.0,,13
21196,0.0,,,,,4,2,341.0,3.0,,13
21197,3.0,300.0,300.0,,,4,1,341.0,69.0,6129.0,13
21198,7.0,168.0,,,168.0,4,2,341.0,58.0,,13
21199,10.0,50.0,,,50.0,4,2,340.0,28.0,,13
21200,4.0,30.0,,,30.0,4,1,341.0,16.0,,13
21201,4.0,872.0,250.0,,,8,1,341.0,76.0,6129.0,13
21202,0.0,,,,,8,2,340.0,37.0,,13
21203,5.0,,,,,8,1,341.0,31.0,6229.0,13
21204,0.0,,,,,8,1,341.0,4.0,,13
21205,6.0,250.0,250.0,,,4,1,341.0,45.0,6129.0,13
21206,0.0,187.0,,,187.0,4,2,340.0,40.0,,13
21207,3.0,,,,,4,1,340.0,12.0,,13
21208,0.0,,,,,4,1,341.0,9.0,,13
21209,0.0,,,,,4,1,341.0,8.0,,13
21210,11.0,,,,,4,2,341.0,43.0,,13
21211,8.0,,,,,4,1,341.0,47.0,,13
21212,9.0,,,,,4,2,341.0,18.0,,13
21213,2.0,,,,,4,1,341.0,8.0,,13
21214,0.0,,,,,4,1,340.0,4.0,,13
21215,11.0,150.0,,,150.0,4,2,340.0,27.0,,13
21216,11.0,1000.0,1000.0,,,4,1,341.0,42.0,1123.0,13
21217,1.0,,,,,4,1,341.0,8.0,,13
21218,0.0,,,,,4,1,341.0,3.0,,13
21219,0.0,,,,,4,2,341.0,26.0,,13
21220,7.0,650.0,650.0,,,4,1,340.0,30.0,7152.0,13
21221,1.0,,,,,4,2,341.0,9.0,,13
21222,1.0,,,,,4,2,341.0,9.0,,13
21223,0.0,,,,,4,2,341.0,2.0,,13
21224,0.0,500.0,500.0,,,8,1,341.0,39.0,6319.0,13
21225,4.0,,,,,4,2,341.0,36.0,,13
21226,0.0,,,,,4,2,341.0,9.0,,13
21227,0.0,,,,,4,1,341.0,5.0,,13
21228,8.0,650.0,650.0,,,4,1,340.0,51.0,9144.0,13
21229,11.0,,,,,4,2,340.0,37.0,,13
21230,3.0,,,,,4,1,341.0,12.0,,13
21231,3.0,,,,,4,1,340.0,10.0,,13
21232,0.0,,,,,4,2,341.0,7.0,,13
21233,3.0,1244.0,,,,4,2,341.0,62.0,,13
21234,11.0,,,,,4,1,340.0,42.0,,13
21235,0.0,350.0,350.0,,,4,1,341.0,39.0,6229.0,13
21236,4.0,450.0,450.0,,,4,2,341.0,33.0,5121.0,13
21237,1.0,,,,,4,1,341.0,7.0,,13
21238,0.0,,,,,4,2,340.0,6.0,,13
21239,0.0,,,,,4,1,341.0,3.0,,13
21240,8.0,,,,,4,1,340.0,22.0,,13
21241,8.0,,,,,4,2,341.0,16.0,,13
21242,0.0,,,,,4,1,341.0,1.0,,13
21243,1.0,80.0,80.0,,,4,1,341.0,61.0,6129.0,13
21244,0.0,167.0,,,167.0,4,2,341.0,69.0,,13
21245,10.0,,,,,4,1,340.0,20.0,,13
21246,8.0,,,,,4,2,341.0,35.0,,13
21247,0.0,,,,,4,1,340.0,1.0,,13
21248,3.0,722.0,100.0,,622.0,4,1,341.0,54.0,6319.0,13
21249,3.0,622.0,,,,4,2,341.0,56.0,,13
21250,10.0,,,,,4,1,341.0,26.0,6319.0,13
21251,10.0,,,,,4,1,340.0,21.0,6319.0,13
21252,6.0,,,,,4,1,340.0,14.0,,13
21253,1.0,772.0,150.0,,,4,1,341.0,50.0,6129.0,13
21254,0.0,790.0,,,168.0,4,2,341.0,59.0,,13
21255,9.0,,,,,4,2,340.0,17.0,,13
21256,0.0,,,,,4,2,340.0,23.0,,13
21257,0.0,,,,,4,1,341.0,8.0,,13
21258,0.0,,,,,4,2,341.0,2.0,,13
21259,2.0,150.0,150.0,,,4,1,341.0,41.0,6129.0,13
21260,8.0,,,,,4,2,341.0,36.0,,13
21261,6.0,,,,,4,2,340.0,15.0,,13
21262,0.0,,,,,4,1,341.0,3.0,,13
21263,0.0,622.0,,,,4,1,340.0,59.0,,13
21264,1.0,622.0,,,,4,2,341.0,56.0,,13
21265,4.0,,,,,4,1,340.0,12.0,,13
21266,15.0,1080.0,1080.0,,,4,1,341.0,36.0,2312.0,13
21267,4.0,,,,,8,2,340.0,36.0,,13
21268,9.0,,,,,4,1,341.0,17.0,,13
21269,7.0,,,,,4,1,340.0,15.0,,13
21270,7.0,,,,,4,1,341.0,15.0,,13
21271,0.0,150.0,150.0,,,4,1,340.0,45.0,6129.0,13
21272,5.0,,,,,4,2,340.0,42.0,,13
21273,8.0,,,,,4,1,341.0,17.0,,13
21274,3.0,,,,,4,2,340.0,12.0,,13
21275,0.0,,,,,4,1,341.0,8.0,,13
21276,0.0,822.0,200.0,,,4,1,341.0,69.0,6129.0,13
21277,0.0,622.0,,,,4,2,341.0,63.0,,13
21278,11.0,,,,,4,2,341.0,25.0,,13
21279,7.0,150.0,150.0,,,4,1,340.0,37.0,6129.0,13
21280,1.0,189.0,,,189.0,4,2,340.0,59.0,,13
21281,5.0,,,,,4,1,341.0,19.0,6229.0,13
21282,5.0,,,,,4,1,340.0,17.0,6229.0,13
21283,5.0,,,,,4,1,341.0,13.0,,13
21284,5.0,,,,,4,1,340.0,13.0,,13
21285,3.0,,,,,4,2,341.0,12.0,,13
21286,2.0,,,,,4,1,341.0,10.0,,13
21287,1.0,,,,,4,1,341.0,8.0,,13
21288,3.0,200.0,200.0,,,4,1,341.0,59.0,6129.0,13
21289,0.0,,,,,4,2,341.0,55.0,,13
21290,10.0,,,,,4,1,341.0,25.0,6229.0,13
21291,10.0,,,,,4,1,340.0,24.0,6229.0,13
21292,11.0,,,,,4,2,341.0,24.0,,13
21293,9.0,,,,,4,1,341.0,21.0,6229.0,13
21294,8.0,,,,,4,1,341.0,20.0,6229.0,13
21295,0.0,,,,,4,1,341.0,7.0,,13
21296,0.0,,,,,4,1,341.0,5.0,,13
21297,0.0,,,,,4,2,340.0,2.0,,13
21298,1.0,822.0,200.0,,,4,1,341.0,64.0,6129.0,13
21299,2.0,622.0,,,,4,2,340.0,64.0,,13
21300,8.0,,,,,4,1,340.0,41.0,6229.0,13
21301,8.0,,,,,4,1,341.0,37.0,6229.0,13
21302,6.0,,,,,4,1,340.0,35.0,6229.0,13
21303,11.0,,,,,4,1,341.0,25.0,6229.0,13
21304,11.0,,,,,4,1,341.0,23.0,6229.0,13
21305,3.0,300.0,300.0,,,4,1,340.0,51.0,6129.0,13
21306,5.0,,,,,4,2,341.0,50.0,,13
21307,3.0,,,,,4,1,340.0,10.0,,13
21308,6.0,300.0,300.0,,,4,1,341.0,52.0,6129.0,13
21309,8.0,,,,,4,2,341.0,54.0,,13
21310,3.0,622.0,,,622.0,4,1,341.0,71.0,,13
21311,2.0,400.0,400.0,,,4,1,340.0,17.0,5132.0,13
21312,3.0,,,,,4,1,341.0,15.0,,13
21313,3.0,,,,,4,1,340.0,13.0,,13
21314,0.0,,,,,4,1,340.0,8.0,,13
21315,0.0,,,,,4,1,341.0,6.0,,13
21316,5.0,782.0,622.0,,160.0,4,2,341.0,34.0,5121.0,13
21317,4.0,622.0,622.0,,,4,1,341.0,33.0,7152.0,13
21318,9.0,,,,,4,2,341.0,17.0,,13
21319,6.0,,,,,4,2,340.0,15.0,,13
21320,4.0,,,,,4,1,340.0,12.0,,13
21321,2.0,,,,,4,2,341.0,10.0,,13
21322,7.0,600.0,600.0,,,4,1,340.0,20.0,5211.0,13
21323,9.0,502.0,400.0,,102.0,4,2,341.0,20.0,5121.0,13
21324,0.0,,,,,4,1,340.0,4.0,,13
21325,5.0,600.0,600.0,,,4,1,341.0,22.0,9193.0,13
21326,7.0,102.0,,,102.0,4,2,341.0,25.0,,13
21327,0.0,,,,,4,1,341.0,5.0,,13
21328,0.0,,,,,4,2,341.0,2.0,,13
21329,0.0,,,,,4,1,340.0,1.0,,13
21330,8.0,624.0,450.0,,174.0,4,2,341.0,36.0,5121.0,13
21331,6.0,622.0,622.0,,,4,1,340.0,38.0,5142.0,13
21332,9.0,,,,,4,1,341.0,16.0,,13
21333,5.0,,,,,4,1,341.0,15.0,,13
21334,3.0,,,,,4,1,341.0,13.0,,13
21335,3.0,600.0,600.0,,,4,1,341.0,47.0,5211.0,13
21336,5.0,178.0,,,178.0,4,2,341.0,49.0,,13
21337,0.0,,,,,4,1,341.0,2.0,,13
21338,11.0,622.0,622.0,,,4,1,341.0,33.0,5142.0,13
21339,11.0,,,,,4,2,341.0,32.0,,13
21340,6.0,,,,,4,2,341.0,12.0,,13
21341,1.0,,,,,4,2,341.0,8.0,,13
21342,7.0,,,,,4,1,341.0,16.0,,13
21343,6.0,,,,,4,1,340.0,14.0,,13
21344,3.0,500.0,500.0,,,4,1,341.0,53.0,6210.0,13
21345,2.0,192.0,,,192.0,4,2,340.0,55.0,,13
21346,8.0,,,,,4,2,341.0,18.0,,13
21347,8.0,,,,,4,1,340.0,17.0,,13
21348,11.0,500.0,500.0,,,4,1,341.0,23.0,6210.0,13
21349,1.0,,,,,4,2,341.0,9.0,,13
21350,0.0,,,,,4,2,341.0,6.0,,13
21351,0.0,,,,,4,2,341.0,3.0,,13
21352,11.0,600.0,600.0,,,4,1,341.0,27.0,7152.0,13
21353,11.0,130.0,,,130.0,4,2,340.0,27.0,,13
21354,0.0,,,,,4,1,341.0,6.0,,13
21355,0.0,,,,,4,2,340.0,0.0,,13
21356,13.0,1334.0,1200.0,,134.0,4,2,340.0,38.0,5211.0,13
21357,4.0,800.0,800.0,,,4,1,341.0,33.0,5174.0,13
21358,5.0,,,,,4,1,341.0,15.0,,13
21359,2.0,,,,,4,1,341.0,10.0,,13
21360,3.0,500.0,500.0,,,4,1,341.0,28.0,9193.0,13
21361,5.0,132.0,,,132.0,4,2,341.0,49.0,,13
21362,1.0,,,,,4,1,340.0,9.0,,13
21363,0.0,,,,,4,1,340.0,5.0,,13
21364,6.0,800.0,800.0,,,4,1,340.0,18.0,7711.0,13
21365,0.0,622.0,,,622.0,4,1,340.0,16.0,,13
21366,0.0,1500.0,1500.0,,,4,1,340.0,64.0,6139.0,13
21367,3.0,622.0,,,,4,2,340.0,59.0,,13
21368,11.0,,,,,4,1,341.0,25.0,6239.0,13
21369,11.0,102.0,,,102.0,4,2,341.0,23.0,,13
21370,0.0,,,,,4,2,341.0,3.0,,13
21371,5.0,500.0,500.0,,,4,1,341.0,28.0,6329.0,13
21372,4.0,200.0,200.0,,,4,2,341.0,14.0,6129.0,13
21373,0.0,,,,,4,1,340.0,0.0,,13
21374,6.0,622.0,622.0,,,4,1,340.0,43.0,4121.0,13
21375,8.0,334.0,200.0,,134.0,4,2,341.0,36.0,6129.0,13
21376,0.0,,,,,4,2,340.0,7.0,,13
21377,0.0,,,,,4,1,340.0,5.0,,13
21378,4.0,420.0,300.0,,120.0,4,1,341.0,61.0,6129.0,13
21379,4.0,972.0,350.0,,622.0,4,1,341.0,49.0,6319.0,13
21380,4.0,250.0,250.0,,,4,1,340.0,23.0,6129.0,13
21381,3.0,162.0,,,162.0,4,2,341.0,29.0,,13
21382,1.0,,,,,4,1,340.0,10.0,,13
21383,2.0,,,,,4,2,341.0,9.0,,13
21384,0.0,,,,,4,2,340.0,6.0,,13
21385,3.0,700.0,700.0,,,4,1,341.0,41.0,5142.0,13
21386,7.0,622.0,622.0,,,4,2,341.0,35.0,5132.0,13
21387,7.0,,,,,4,2,341.0,17.0,,13
21388,5.0,,,,,4,1,341.0,14.0,,13
21389,4.0,,,,,4,1,341.0,13.0,,13
21390,0.0,,,,,4,2,340.0,8.0,,13
21391,5.0,622.0,622.0,,,4,1,340.0,59.0,7827.0,13
21392,6.0,300.0,300.0,,,4,1,341.0,29.0,6129.0,13
21393,0.0,300.0,300.0,,,2,1,341.0,41.0,6110.0,13
21394,0.0,,,,,4,2,340.0,41.0,6229.0,13
21395,0.0,,,,,4,2,341.0,11.0,,13
21396,5.0,250.0,250.0,,,4,1,340.0,55.0,6129.0,13
21397,9.0,350.0,350.0,,,4,1,340.0,53.0,6129.0,13
21398,9.0,180.0,,,180.0,4,2,341.0,42.0,6229.0,13
21399,7.0,,,,,4,1,341.0,18.0,6229.0,13
21400,7.0,,,,,4,1,341.0,16.0,6229.0,13
21401,6.0,,,,,4,1,341.0,14.0,6229.0,13
21402,5.0,,,,,4,1,340.0,12.0,,13
21403,1.0,,,,,4,1,340.0,10.0,,13
21404,1.0,,,,,4,1,341.0,9.0,,13
21405,0.0,,,,,4,2,340.0,7.0,,13
21406,0.0,,,,,4,2,340.0,0.0,,13
21407,9.0,230.0,,,230.0,4,2,340.0,28.0,,13
21408,3.0,400.0,400.0,,,4,1,340.0,29.0,6129.0,13
21409,3.0,,,,,4,2,341.0,12.0,,13
21410,3.0,,,,,4,1,341.0,10.0,,13
21411,1.0,,,,,4,2,341.0,8.0,,13
21412,0.0,,,,,4,2,341.0,3.0,,13
21413,4.0,622.0,,,,4,1,341.0,65.0,,13
21414,3.0,,,,,4,2,341.0,65.0,,13
21415,3.0,500.0,500.0,,,4,1,340.0,31.0,6319.0,13
21416,6.0,,,,,4,2,341.0,34.0,,13
21417,2.0,,,,,4,2,341.0,10.0,,13
21418,0.0,,,,,4,2,340.0,9.0,,13
21419,0.0,,,,,4,1,341.0,5.0,,13
21420,0.0,,,,,4,2,341.0,1.0,,13
21421,4.0,,,,,4,1,341.0,56.0,,13
21422,3.0,622.0,,,622.0,4,2,341.0,56.0,,13
21423,0.0,350.0,350.0,,,4,1,340.0,37.0,6210.0,13
21424,7.0,,,,,4,2,341.0,57.0,,13
21425,4.0,720.0,580.0,,140.0,4,2,340.0,57.0,6129.0,13
21426,4.0,622.0,,,,2,1,341.0,65.0,,13
21427,5.0,,,,,4,2,340.0,24.0,,13
21428,7.0,340.0,340.0,,,4,1,341.0,23.0,6129.0,13
21429,0.0,200.0,200.0,,,4,1,340.0,31.0,6129.0,13
21430,7.0,622.0,622.0,,,4,1,340.0,32.0,7711.0,13
21431,6.0,134.0,,,134.0,16,2,340.0,28.0,,13
21432,1.0,,,,,4,2,340.0,10.0,,13
21433,0.0,,,,,16,2,340.0,5.0,,13
21434,0.0,622.0,,,,4,1,340.0,71.0,,13
21435,11.0,800.0,800.0,,,4,1,341.0,27.0,7823.0,13
21436,11.0,135.0,,,135.0,4,2,340.0,23.0,,13
21437,0.0,,,,,4,2,340.0,5.0,,13
21438,0.0,,,,,4,2,340.0,3.0,,13
21439,14.0,820.0,,,198.0,4,2,340.0,30.0,,13
21440,6.0,,,,,4,1,341.0,15.0,,13
21441,3.0,,,,,4,1,340.0,14.0,,13
21442,0.0,,,,,4,2,341.0,6.0,,13
21443,0.0,,,,,4,2,340.0,4.0,,13
21444,9.0,2000.0,2000.0,,,4,1,341.0,53.0,1111.0,13
21445,11.0,,,,,4,2,341.0,53.0,,13
21446,5.0,,,,,4,2,341.0,14.0,,13
21447,10.0,800.0,800.0,,,4,1,341.0,36.0,3522.0,13
21448,11.0,800.0,800.0,,,4,2,340.0,33.0,7632.0,13
21449,0.0,,,,,4,1,341.0,4.0,,13
21450,3.0,622.0,,,622.0,4,1,341.0,84.0,,13
21451,3.0,622.0,,,622.0,4,2,340.0,79.0,,13
21452,11.0,,,,,4,2,341.0,23.0,,13
21453,9.0,102.0,,,102.0,4,2,341.0,24.0,,13
21454,0.0,622.0,,,,4,1,341.0,74.0,,13
21455,0.0,400.0,400.0,,,4,1,341.0,55.0,6210.0,13
21456,3.0,1378.0,,,134.0,4,2,340.0,68.0,,13
21457,9.0,,,,,4,1,341.0,19.0,,13
21458,7.0,700.0,700.0,,,4,2,341.0,36.0,5211.0,13
21459,9.0,,,,,4,1,341.0,15.0,,13
21460,4.0,,,,,4,1,341.0,11.0,,13
21461,0.0,622.0,,,622.0,4,2,340.0,41.0,,13
21462,11.0,350.0,350.0,,,4,1,340.0,20.0,7711.0,13
21463,9.0,,,,,4,1,341.0,18.0,,13
21464,9.0,,,,,4,2,341.0,16.0,,13
21465,6.0,,,,,4,2,340.0,13.0,,13
21466,4.0,1000.0,1000.0,,,4,1,340.0,35.0,7711.0,13
21467,4.0,252.0,,,252.0,4,2,341.0,29.0,,13
21468,7.0,,,,,4,2,340.0,22.0,,13
21469,0.0,,,,,4,1,341.0,4.0,,13
21470,5.0,,,,,4,2,340.0,15.0,,13
21471,5.0,800.0,800.0,,,4,1,341.0,30.0,7152.0,13
21472,5.0,,,,,4,2,341.0,32.0,,13
21473,0.0,,,,,4,1,341.0,5.0,,13
