,education,income,income_work,income_rent,income_capital,race,gender,weight,age,occupation,uf
0,15.0,3000.0,3000.0,,,16,1,246.0,48.0,1310.0,11
1,15.0,3000.0,3000.0,,,16,2,246.0,48.0,4110.0,11
2,15.0,1100.0,1100.0,,,16,2,246.0,23.0,3514.0,11
3,14.0,1100.0,1100.0,,,16,2,246.0,21.0,3514.0,11
4,15.0,460.0,,460.0,460.0,16,2,246.0,54.0,,11
5,15.0,10000.0,10000.0,,,2,1,246.0,56.0,2143.0,11
6,15.0,500.0,500.0,,,4,2,247.0,23.0,2611.0,11
7,0.0,622.0,,,,4,2,246.0,63.0,,11
8,11.0,622.0,622.0,,,2,2,247.0,39.0,5132.0,11
9,15.0,1200.0,1200.0,,,4,1,246.0,49.0,7152.0,11
10,4.0,,,,,2,2,246.0,12.0,,11
11,8.0,1000.0,1000.0,,,4,1,246.0,52.0,7825.0,11
12,11.0,,,,,4,2,247.0,38.0,,11
13,11.0,1200.0,1200.0,,,4,2,246.0,18.0,4211.0,11
14,6.0,,,,,4,1,246.0,13.0,,11
15,0.0,,,,,4,1,246.0,4.0,,11
16,8.0,622.0,,,,4,2,247.0,70.0,,11
17,8.0,7000.0,7000.0,,,4,1,246.0,53.0,1219.0,11
18,8.0,,,,,4,2,247.0,47.0,,11
19,15.0,1700.0,1700.0,,,4,1,246.0,24.0,4121.0,11
20,13.0,,,,,16,1,246.0,20.0,,11
21,10.0,5000.0,5000.0,,,4,1,246.0,39.0,1219.0,11
22,14.0,,,,,2,2,246.0,37.0,,11
23,9.0,,,,,4,1,246.0,15.0,,11
24,14.0,2000.0,2000.0,,,16,1,247.0,31.0,1320.0,11
25,0.0,,,,,4,2,246.0,7.0,,11
26,4.0,622.0,622.0,,,4,1,247.0,58.0,5174.0,11
27,15.0,800.0,800.0,,,4,2,246.0,59.0,2313.0,11
28,7.0,,,,,4,1,246.0,13.0,,11
29,11.0,6000.0,6000.0,,,16,1,246.0,39.0,1220.0,11
30,15.0,2500.0,2500.0,,,16,2,246.0,30.0,2236.0,11
31,1.0,,,,,16,1,246.0,8.0,,11
32,13.0,980.0,980.0,,,4,2,246.0,29.0,2523.0,11
33,5.0,1500.0,1500.0,,,16,1,246.0,61.0,1310.0,11
34,4.0,1500.0,1500.0,,,16,2,246.0,56.0,1310.0,11
35,11.0,2000.0,2000.0,,,16,1,246.0,37.0,5211.0,11
36,15.0,2000.0,2000.0,,,16,2,247.0,33.0,1320.0,11
37,4.0,622.0,,,622.0,16,2,246.0,57.0,,11
38,3.0,4350.0,4000.0,350.0,350.0,2,1,246.0,45.0,1219.0,11
39,11.0,,,,,4,2,246.0,30.0,,11
40,1.0,,,,,4,2,246.0,9.0,,11
41,0.0,,,,,4,2,246.0,2.0,,11
42,13.0,,,,,16,2,246.0,27.0,,11
43,13.0,7000.0,7000.0,,,4,1,246.0,36.0,7825.0,11
44,0.0,,,,,4,2,246.0,6.0,,11
45,6.0,3000.0,3000.0,,,16,1,246.0,50.0,5211.0,11
46,15.0,622.0,622.0,,,16,2,246.0,25.0,5161.0,11
47,8.0,622.0,,,622.0,16,1,246.0,49.0,,11
48,,300.0,300.0,,,4,2,246.0,37.0,5121.0,11
49,3.0,,,,,4,2,247.0,10.0,,11
50,1.0,,,,,4,1,247.0,8.0,,11
51,10.0,772.0,622.0,150.0,150.0,2,2,246.0,26.0,5121.0,11
52,11.0,622.0,622.0,,,2,2,246.0,19.0,5162.0,11
53,4.0,500.0,500.0,,,4,2,246.0,48.0,5121.0,11
54,5.0,,,,,4,1,246.0,15.0,,11
55,0.0,,,,,16,1,246.0,7.0,,11
56,0.0,622.0,,,,16,2,246.0,67.0,,11
57,15.0,2000.0,2000.0,,,16,1,246.0,36.0,1310.0,11
58,15.0,1000.0,1000.0,,,4,2,246.0,24.0,5134.0,11
59,8.0,,,,,4,2,246.0,28.0,,11
60,11.0,1600.0,1600.0,,,16,2,246.0,40.0,1310.0,11
61,10.0,1500.0,1500.0,,,16,1,246.0,29.0,1310.0,11
62,0.0,,,,,16,2,246.0,7.0,,11
63,5.0,282.0,250.0,,32.0,4,2,246.0,25.0,5121.0,11
64,0.0,,,,,16,1,247.0,7.0,,11
65,12.0,6000.0,6000.0,,,16,1,246.0,56.0,4121.0,11
66,12.0,1800.0,1800.0,,,16,2,246.0,47.0,2516.0,11
67,15.0,4500.0,4500.0,,,16,1,246.0,28.0,3115.0,11
68,7.0,,,,,16,1,247.0,14.0,,11
69,14.0,2050.0,2050.0,,,4,1,246.0,23.0,5173.0,11
70,14.0,1900.0,1900.0,,,16,2,247.0,26.0,4110.0,11
71,14.0,1900.0,1900.0,,,4,2,246.0,29.0,5172.0,11
72,11.0,,,,,16,2,246.0,29.0,,11
73,8.0,1200.0,1200.0,,,16,1,246.0,38.0,5211.0,11
74,1.0,,,,,16,2,247.0,10.0,,11
75,1.0,,,,,16,2,247.0,8.0,,11
76,0.0,,,,,16,2,246.0,5.0,,11
77,15.0,,,,,16,2,246.0,37.0,,11
78,1.0,,,,,16,1,247.0,8.0,,11
79,15.0,2200.0,2200.0,,,16,2,246.0,43.0,2313.0,11
80,4.0,4000.0,4000.0,,,16,1,246.0,43.0,5211.0,11
81,11.0,1000.0,1000.0,,,4,1,247.0,20.0,4110.0,11
82,4.0,550.0,550.0,,,4,2,246.0,49.0,5121.0,11
83,6.0,800.0,800.0,,,4,1,246.0,26.0,7170.0,11
84,9.0,600.0,600.0,,,4,2,246.0,17.0,5121.0,11
85,11.0,622.0,622.0,,,4,2,246.0,33.0,4110.0,11
86,8.0,1000.0,1000.0,,,4,1,246.0,35.0,3189.0,11
87,1.0,,,,,4,2,246.0,8.0,,11
88,11.0,622.0,622.0,,,16,1,246.0,53.0,7114.0,11
89,15.0,2200.0,2200.0,,,16,2,246.0,43.0,2392.0,11
90,10.0,950.0,950.0,,,16,1,246.0,25.0,5211.0,11
91,8.0,622.0,,,,4,1,247.0,70.0,7170.0,11
92,6.0,600.0,600.0,,,4,2,246.0,56.0,5132.0,11
93,11.0,622.0,622.0,,,4,1,246.0,25.0,4110.0,11
94,8.0,622.0,622.0,,,16,2,246.0,39.0,4221.0,11
95,11.0,622.0,622.0,,,2,1,246.0,39.0,1310.0,11
96,10.0,622.0,622.0,,,16,1,247.0,24.0,5231.0,11
97,0.0,622.0,,,,16,2,246.0,83.0,,11
98,11.0,,,,,4,2,246.0,18.0,,11
99,6.0,600.0,600.0,,,4,1,246.0,23.0,6319.0,11
100,0.0,,,,,16,1,246.0,0.0,,11
101,8.0,250.0,250.0,,,4,2,246.0,27.0,5121.0,11
102,11.0,1200.0,1200.0,,,4,1,246.0,31.0,1310.0,11
103,0.0,,,,,4,2,246.0,8.0,,11
104,2.0,,,,,4,1,246.0,7.0,,11
105,3.0,1244.0,,,,4,2,246.0,64.0,,11
106,3.0,622.0,,,,4,1,246.0,72.0,,11
107,2.0,,,,,4,1,246.0,10.0,,11
108,8.0,622.0,,,,4,2,247.0,51.0,,11
109,11.0,622.0,622.0,,,4,1,246.0,23.0,5174.0,11
110,11.0,622.0,622.0,,,4,1,246.0,20.0,5191.0,11
111,10.0,680.0,680.0,,,4,2,246.0,21.0,7841.0,11
112,0.0,622.0,622.0,,,4,1,247.0,56.0,7731.0,11
113,0.0,622.0,,,,16,1,247.0,69.0,,11
114,2.0,622.0,,,,16,2,246.0,65.0,,11
115,4.0,2000.0,2000.0,,,4,1,246.0,58.0,7152.0,11
116,8.0,400.0,400.0,,,16,2,246.0,52.0,5243.0,11
117,4.0,1000.0,1000.0,,,4,1,246.0,17.0,7170.0,11
118,10.0,,,,,4,1,246.0,19.0,,11
119,8.0,622.0,622.0,,,16,2,246.0,18.0,5211.0,11
120,0.0,170.0,,,170.0,4,2,247.0,40.0,,11
121,8.0,,,,,4,2,246.0,15.0,,11
122,0.0,,,,,4,2,247.0,10.0,,11
123,1.0,,,,,4,1,247.0,10.0,,11
124,11.0,100.0,100.0,,,2,2,246.0,24.0,5121.0,11
125,11.0,1800.0,1800.0,,,16,1,247.0,42.0,2617.0,11
126,0.0,,,,,4,1,246.0,5.0,,11
127,0.0,,,,,16,1,246.0,0.0,,11
128,11.0,800.0,800.0,,,4,1,246.0,45.0,5161.0,11
129,11.0,400.0,400.0,,,2,2,246.0,22.0,5121.0,11
130,11.0,622.0,622.0,,,16,2,246.0,34.0,5211.0,11
131,7.0,,,,,16,2,246.0,14.0,,11
132,0.0,622.0,,,,2,1,246.0,73.0,,11
133,2.0,622.0,,,,4,2,247.0,69.0,,11
134,11.0,1500.0,1500.0,,,4,1,246.0,26.0,5172.0,11
135,11.0,1200.0,1200.0,,,16,2,246.0,25.0,3222.0,11
136,0.0,,,,,16,2,246.0,3.0,,11
137,0.0,,,,,4,2,246.0,44.0,,11
138,3.0,1500.0,1500.0,,,4,1,247.0,30.0,7170.0,11
139,0.0,1244.0,,,,16,2,246.0,78.0,,11
140,11.0,1500.0,1500.0,,,16,1,246.0,49.0,3515.0,11
141,11.0,,,,,16,2,246.0,43.0,,11
142,9.0,622.0,622.0,,,16,2,246.0,16.0,4110.0,11
143,4.0,1000.0,1000.0,,,16,1,246.0,50.0,5132.0,11
144,4.0,1000.0,1000.0,,,16,2,246.0,43.0,5132.0,11
145,13.0,,,,,16,2,246.0,20.0,,11
146,12.0,800.0,800.0,,,16,1,246.0,19.0,5211.0,11
147,5.0,1200.0,1200.0,,,16,1,246.0,49.0,5191.0,11
148,8.0,,,,,4,2,246.0,28.0,,11
149,8.0,600.0,600.0,,,16,1,246.0,42.0,9144.0,11
150,9.0,300.0,300.0,,,4,2,246.0,41.0,5121.0,11
151,7.0,,,,,4,2,246.0,16.0,,11
152,4.0,622.0,,,,16,1,246.0,60.0,,11
153,6.0,,,,,16,2,246.0,46.0,,11
154,8.0,1300.0,1300.0,,,16,1,247.0,23.0,7170.0,11
155,9.0,,,,,16,2,246.0,18.0,,11
156,6.0,,,,,16,2,246.0,16.0,,11
157,12.0,800.0,800.0,,,2,1,246.0,29.0,4121.0,11
158,10.0,,,,,4,2,246.0,32.0,,11
159,0.0,,,,,2,2,246.0,8.0,,11
160,0.0,622.0,,,,2,1,247.0,76.0,7170.0,11
161,8.0,800.0,800.0,,,4,1,246.0,31.0,7823.0,11
162,11.0,,,,,16,2,247.0,29.0,,11
163,2.0,,,,,4,1,246.0,10.0,,11
164,0.0,,,,,4,2,246.0,5.0,,11
165,0.0,,,,,16,2,247.0,57.0,6319.0,11
166,4.0,622.0,,,,16,2,246.0,62.0,,11
167,5.0,,,,,16,1,246.0,32.0,,11
168,11.0,1200.0,1200.0,,,16,1,246.0,28.0,7156.0,11
169,8.0,,,,,4,2,246.0,23.0,,11
170,11.0,1600.0,1600.0,,,16,1,247.0,26.0,7152.0,11
171,0.0,,,,,4,2,246.0,0.0,,11
172,8.0,1500.0,1500.0,,,16,1,246.0,24.0,9144.0,11
173,11.0,700.0,700.0,,,16,2,247.0,26.0,5221.0,11
174,8.0,825.0,645.0,,70.0,4,2,246.0,33.0,5211.0,11
175,9.0,200.0,200.0,,,4,2,247.0,16.0,5162.0,11
176,4.0,,,,,4,2,246.0,12.0,,11
177,1.0,,,,,4,2,246.0,8.0,,11
178,4.0,1200.0,1200.0,,,16,1,246.0,56.0,7114.0,11
179,3.0,,,,,16,2,246.0,52.0,,11
180,6.0,700.0,700.0,,,2,1,247.0,24.0,7731.0,11
181,7.0,102.0,,,102.0,4,2,246.0,20.0,,11
182,0.0,,,,,2,2,247.0,2.0,,11
183,11.0,1300.0,1300.0,,,4,2,246.0,36.0,5161.0,11
184,9.0,,,,,4,2,247.0,16.0,5161.0,11
185,8.0,2000.0,2000.0,,,4,1,246.0,41.0,3141.0,11
186,11.0,950.0,950.0,,,4,2,247.0,33.0,4211.0,11
187,4.0,,,,,4,2,247.0,11.0,,11
188,0.0,,,,,2,1,247.0,53.0,,11
189,8.0,,,,,2,2,246.0,29.0,,11
190,5.0,960.0,960.0,,,4,1,246.0,31.0,7832.0,11
191,11.0,1000.0,1000.0,,,4,1,246.0,35.0,7152.0,11
192,5.0,,,,,4,2,246.0,11.0,,11
193,0.0,,,,,4,2,247.0,6.0,,11
194,4.0,,,,,16,2,246.0,51.0,,11
195,4.0,622.0,622.0,,,4,1,246.0,57.0,7152.0,11
196,11.0,1200.0,1200.0,,,4,1,247.0,23.0,7519.0,11
197,11.0,1300.0,1300.0,,,4,2,246.0,44.0,3522.0,11
198,11.0,2000.0,2000.0,,,4,1,246.0,35.0,7156.0,11
199,0.0,,,,,4,1,246.0,7.0,,11
200,5.0,622.0,622.0,,,16,2,246.0,42.0,5121.0,11
201,8.0,,,,,16,1,246.0,17.0,,11
202,8.0,622.0,,,,16,2,246.0,66.0,,11
203,4.0,,,,,16,1,246.0,40.0,,11
204,11.0,865.0,865.0,,,16,1,246.0,34.0,4110.0,11
205,11.0,,,,,4,2,247.0,36.0,,11
206,11.0,1300.0,1300.0,,,4,1,246.0,25.0,7313.0,11
207,11.0,,,,,4,2,247.0,43.0,,11
208,11.0,622.0,622.0,,,4,2,246.0,21.0,5211.0,11
209,11.0,622.0,622.0,,,2,2,246.0,41.0,5132.0,11
210,11.0,,,,,2,2,246.0,29.0,,11
211,11.0,809.0,622.0,,,4,2,246.0,26.0,5211.0,11
212,0.0,,,,,4,1,246.0,1.0,,11
213,11.0,950.0,950.0,,,4,1,246.0,36.0,5134.0,11
214,9.0,622.0,622.0,,,4,2,246.0,35.0,5121.0,11
215,12.0,2600.0,2000.0,600.0,600.0,2,2,246.0,48.0,2313.0,11
216,11.0,2500.0,,,,16,1,246.0,64.0,,11
217,6.0,,,,,16,1,247.0,13.0,,11
218,11.0,800.0,800.0,,,4,1,246.0,27.0,1310.0,11
219,6.0,,,,,4,2,247.0,18.0,,11
220,0.0,,,,,4,1,247.0,1.0,,11
221,0.0,850.0,850.0,,,4,2,246.0,28.0,5243.0,11
222,0.0,622.0,,,622.0,16,1,246.0,83.0,,11
223,0.0,,,,,4,2,246.0,73.0,,11
224,0.0,1500.0,1500.0,,,4,1,246.0,51.0,7825.0,11
225,12.0,700.0,700.0,,,4,2,246.0,25.0,5241.0,11
226,1.0,,,,,4,2,246.0,8.0,,11
227,0.0,,,,,4,1,246.0,5.0,,11
228,8.0,104.0,,,104.0,4,2,246.0,48.0,,11
229,0.0,622.0,622.0,,,4,1,246.0,45.0,7170.0,11
230,10.0,622.0,622.0,,,4,2,246.0,19.0,5211.0,11
231,7.0,,,,,4,1,246.0,16.0,,11
232,11.0,7000.0,7000.0,,,16,1,246.0,45.0,9144.0,11
233,11.0,1900.0,1900.0,,,16,2,246.0,42.0,9144.0,11
234,12.0,,,,,16,1,246.0,22.0,,11
235,11.0,,,,,16,2,246.0,57.0,,11
236,0.0,622.0,,,,4,2,246.0,75.0,,11
237,0.0,622.0,,,,4,1,246.0,84.0,,11
238,8.0,1600.0,1600.0,,,16,1,246.0,43.0,7731.0,11
239,11.0,622.0,622.0,,,16,2,246.0,35.0,5121.0,11
240,11.0,,,,,16,1,247.0,21.0,,11
241,4.0,,,,,16,2,246.0,12.0,,11
242,5.0,1200.0,1200.0,,,4,1,246.0,64.0,3131.0,11
243,5.0,622.0,622.0,,,16,2,247.0,54.0,5121.0,11
244,9.0,1200.0,1200.0,,,4,1,246.0,20.0,7152.0,11
245,5.0,622.0,622.0,,,16,2,246.0,35.0,5211.0,11
246,11.0,622.0,622.0,,,16,1,246.0,19.0,5211.0,11
247,11.0,,,,,4,2,246.0,33.0,,11
248,10.0,900.0,900.0,,,2,1,246.0,27.0,7166.0,11
249,4.0,823.0,823.0,,,4,2,247.0,27.0,5121.0,11
250,4.0,880.0,880.0,,,4,1,247.0,29.0,7170.0,11
251,0.0,,,,,4,1,247.0,3.0,,11
252,11.0,800.0,800.0,,,16,2,246.0,42.0,5161.0,11
253,11.0,3200.0,3200.0,,,4,1,246.0,36.0,5211.0,11
254,9.0,450.0,450.0,,,16,1,246.0,15.0,3171.0,11
255,5.0,,,,,4,2,246.0,44.0,,11
256,3.0,1200.0,1200.0,,,2,1,247.0,47.0,7152.0,11
257,8.0,800.0,800.0,,,16,1,246.0,24.0,7170.0,11
258,0.0,,,,,16,2,247.0,3.0,,11
259,10.0,,,,,4,2,246.0,19.0,,11
260,0.0,,,,,4,1,247.0,1.0,,11
261,5.0,,,,,16,2,246.0,30.0,,11
262,5.0,2000.0,2000.0,,,2,1,246.0,34.0,7114.0,11
263,0.0,,,,,4,1,246.0,8.0,,11
264,0.0,,,,,4,1,246.0,0.0,,11
265,3.0,350.0,350.0,,,16,2,246.0,40.0,5121.0,11
266,5.0,700.0,700.0,,,16,1,246.0,41.0,7825.0,11
267,10.0,,,,,16,2,246.0,18.0,,11
268,11.0,,,,,4,2,246.0,29.0,,11
269,11.0,622.0,622.0,,,2,1,246.0,29.0,5142.0,11
270,0.0,,,,,4,2,247.0,1.0,,11
271,8.0,1200.0,1200.0,,,16,1,246.0,24.0,7170.0,11
272,8.0,,,,,2,2,246.0,24.0,,11
273,0.0,,,,,4,1,247.0,2.0,,11
274,11.0,200.0,50.0,,150.0,4,2,246.0,28.0,5161.0,11
275,11.0,622.0,622.0,,,4,1,246.0,30.0,5221.0,11
276,4.0,,,,,4,2,246.0,13.0,,11
277,3.0,,,,,4,2,246.0,11.0,,11
278,0.0,,,,,4,1,246.0,7.0,,11
279,11.0,720.0,720.0,,,4,2,247.0,45.0,7632.0,11
280,9.0,1200.0,1200.0,,,4,1,246.0,48.0,7821.0,11
281,15.0,,,,,4,1,246.0,20.0,4110.0,11
282,9.0,950.0,950.0,,,4,1,247.0,18.0,9144.0,11
283,4.0,1200.0,1200.0,,,16,2,247.0,38.0,5142.0,11
284,5.0,450.0,450.0,,,4,1,246.0,37.0,7733.0,11
285,2.0,,,,,4,2,246.0,10.0,,11
286,5.0,1200.0,1200.0,,,4,2,246.0,47.0,5241.0,11
287,10.0,666.0,,,166.0,4,2,246.0,26.0,,11
288,2.0,,,,,16,2,246.0,9.0,,11
289,0.0,,,,,4,1,246.0,7.0,,11
290,0.0,,,,,4,1,247.0,2.0,,11
291,6.0,622.0,622.0,,,4,1,246.0,29.0,7731.0,11
292,5.0,,,,,4,2,246.0,16.0,,11
293,4.0,1000.0,1000.0,,,2,1,246.0,25.0,7152.0,11
294,7.0,300.0,,,300.0,16,2,246.0,26.0,,11
295,3.0,,,,,4,1,246.0,12.0,,11
296,1.0,,,,,4,1,246.0,10.0,,11
297,0.0,,,,,4,1,247.0,7.0,,11
298,0.0,,,,,2,1,246.0,2.0,,11
299,0.0,,,,,4,2,246.0,0.0,,11
300,1.0,622.0,,,,2,1,246.0,66.0,,11
301,1.0,240.0,240.0,,,4,2,247.0,53.0,5121.0,11
302,10.0,450.0,450.0,,,4,2,246.0,17.0,5121.0,11
303,6.0,982.0,982.0,,,2,1,247.0,32.0,8485.0,11
304,,712.0,622.0,,90.0,2,2,246.0,28.0,5121.0,11
305,4.0,,,,,2,2,246.0,11.0,,11
306,1.0,,,,,2,2,246.0,9.0,,11
307,0.0,,,,,2,1,246.0,7.0,,11
308,6.0,,,,,4,2,246.0,23.0,,11
309,5.0,3000.0,3000.0,,,4,1,246.0,28.0,6410.0,11
310,0.0,,,,,4,2,246.0,7.0,,11
311,0.0,,,,,4,2,247.0,5.0,,11
312,0.0,,,,,4,2,246.0,1.0,,11
313,7.0,,,,,4,2,247.0,18.0,,11
314,0.0,1000.0,1000.0,,,16,1,246.0,39.0,7152.0,11
315,0.0,,,,,16,1,246.0,1.0,,11
316,11.0,600.0,600.0,,,4,1,247.0,30.0,9144.0,11
317,7.0,326.0,,,326.0,4,2,246.0,23.0,,11
318,0.0,,,,,4,2,247.0,7.0,,11
319,0.0,,,,,4,2,247.0,5.0,,11
320,0.0,,,,,4,1,246.0,4.0,,11
321,0.0,,,,,4,2,246.0,2.0,,11
322,4.0,700.0,700.0,,,4,1,246.0,31.0,6229.0,11
323,6.0,202.0,,,202.0,4,2,246.0,27.0,,11
324,0.0,,,,,4,2,247.0,8.0,,11
325,0.0,,,,,4,2,247.0,2.0,,11
326,11.0,650.0,650.0,,,16,1,246.0,20.0,5211.0,11
327,8.0,,,,,16,2,246.0,18.0,,11
328,6.0,96.0,,,96.0,16,2,246.0,33.0,,11
329,5.0,800.0,800.0,,,16,1,247.0,31.0,7711.0,11
330,0.0,,,,,16,2,247.0,5.0,,11
331,0.0,,,,,16,2,246.0,4.0,,11
332,0.0,,,,,16,1,247.0,2.0,,11
333,7.0,,,,,4,2,246.0,17.0,,11
334,8.0,1500.0,1500.0,,,4,1,246.0,27.0,7820.0,11
335,0.0,,,,,4,2,246.0,0.0,,11
336,11.0,67.0,,,67.0,16,2,246.0,27.0,,11
337,11.0,1700.0,1700.0,,,4,1,246.0,28.0,4110.0,11
338,0.0,,,,,4,2,246.0,4.0,,11
339,0.0,,,,,4,2,246.0,0.0,,11
340,8.0,600.0,600.0,,,4,2,247.0,44.0,5134.0,11
341,0.0,1000.0,1000.0,,,2,1,246.0,56.0,7825.0,11
342,5.0,600.0,600.0,,,4,1,246.0,30.0,7152.0,11
343,8.0,749.0,749.0,,,16,1,246.0,24.0,7244.0,11
344,8.0,134.0,,,134.0,16,2,247.0,28.0,,11
345,0.0,,,,,16,1,246.0,2.0,,11
346,5.0,166.0,,,166.0,4,2,247.0,28.0,6229.0,11
347,3.0,300.0,300.0,,,4,1,246.0,42.0,6129.0,11
348,3.0,,,,,4,1,246.0,11.0,,11
349,0.0,,,,,16,2,246.0,8.0,,11
350,0.0,,,,,16,2,246.0,6.0,,11
351,2.0,1300.0,1300.0,,,16,1,246.0,50.0,6129.0,11
352,5.0,,,,,16,2,246.0,44.0,6229.0,11
353,11.0,1000.0,1000.0,,,16,1,247.0,19.0,8116.0,11
354,1.0,1244.0,,,,4,2,246.0,63.0,6239.0,11
355,5.0,300.0,300.0,,,4,1,246.0,34.0,7825.0,11
356,0.0,1244.0,,,,16,2,246.0,60.0,,11
357,5.0,250.0,250.0,,,16,1,247.0,35.0,6129.0,11
358,8.0,,,,,16,2,246.0,21.0,,11
359,8.0,800.0,800.0,,,4,1,247.0,46.0,6129.0,11
360,4.0,,,,,4,2,246.0,36.0,6229.0,11
361,2.0,,,,,4,1,247.0,19.0,6229.0,11
362,8.0,37.0,,,37.0,4,2,246.0,16.0,6229.0,11
363,4.0,37.0,,,37.0,4,1,246.0,12.0,6229.0,11
364,2.0,37.0,,,37.0,4,1,247.0,10.0,6229.0,11
365,0.0,922.0,300.0,,,16,1,246.0,60.0,6129.0,11
366,0.0,1244.0,,,,16,2,246.0,61.0,6239.0,11
367,5.0,,,,,16,1,246.0,26.0,6229.0,11
368,4.0,2000.0,2000.0,,,16,1,247.0,55.0,6139.0,11
369,4.0,,,,,16,2,246.0,45.0,,11
370,11.0,,,,,16,1,246.0,24.0,6239.0,11
371,3.0,3600.0,2500.0,1100.0,1100.0,16,1,246.0,40.0,6139.0,11
372,4.0,,,,,16,2,247.0,30.0,6239.0,11
373,1.0,,,,,16,1,246.0,9.0,,11
374,0.0,,,,,16,2,246.0,3.0,,11
375,4.0,650.0,500.0,150.0,150.0,2,1,246.0,44.0,6139.0,11
376,15.0,134.0,,,134.0,4,2,246.0,44.0,6239.0,11
377,6.0,,,,,2,2,247.0,13.0,6229.0,11
378,4.0,,,,,4,1,246.0,11.0,6239.0,11
379,0.0,622.0,,,,16,1,246.0,79.0,,11
380,0.0,622.0,,,,16,2,246.0,71.0,6239.0,11
381,1.0,1000.0,1000.0,,,16,1,246.0,50.0,6139.0,11
382,4.0,,,,,16,2,246.0,47.0,6239.0,11
383,4.0,,,,,16,1,246.0,20.0,6239.0,11
384,4.0,,,,,4,2,246.0,49.0,6229.0,11
385,5.0,300.0,300.0,,,4,1,246.0,56.0,6129.0,11
386,8.0,920.0,700.0,220.0,220.0,16,1,247.0,31.0,6139.0,11
387,8.0,,,,,16,2,247.0,24.0,6239.0,11
388,0.0,,,,,16,1,246.0,0.0,,11
389,7.0,200.0,200.0,,,16,1,246.0,44.0,6129.0,11
390,4.0,134.0,,,134.0,4,2,246.0,35.0,6229.0,11
391,2.0,,,,,4,1,246.0,9.0,,11
392,0.0,,,,,4,2,246.0,6.0,,11
393,11.0,109.0,,,109.0,16,2,246.0,33.0,,11
394,11.0,1400.0,1400.0,,,4,1,246.0,27.0,7102.0,11
395,4.0,,,,,4,2,246.0,14.0,,11
396,4.0,,,,,16,1,246.0,11.0,,11
397,4.0,1000.0,1000.0,,,16,1,247.0,31.0,7243.0,11
398,9.0,,,,,16,2,246.0,26.0,,11
399,0.0,,,,,16,2,246.0,1.0,,11
400,9.0,,,,,16,2,246.0,20.0,,11
401,13.0,1500.0,1500.0,,,4,1,246.0,33.0,3546.0,11
402,11.0,900.0,900.0,,,4,2,246.0,25.0,4131.0,11
403,4.0,750.0,750.0,,,4,1,246.0,42.0,7152.0,11
404,11.0,,,,,4,2,246.0,29.0,,11
405,6.0,,,,,4,2,246.0,13.0,,11
406,6.0,,,,,4,1,247.0,11.0,,11
407,1.0,,,,,4,1,246.0,9.0,,11
408,0.0,,,,,4,1,246.0,4.0,,11
409,4.0,196.0,,,196.0,4,2,246.0,31.0,,11
410,1.0,1150.0,1150.0,,,2,1,246.0,52.0,7152.0,11
411,4.0,,,,,4,2,246.0,12.0,,11
412,2.0,,,,,4,1,246.0,10.0,,11
413,0.0,,,,,4,1,246.0,8.0,,11
414,5.0,1100.0,1100.0,,,4,1,246.0,19.0,7243.0,11
415,4.0,,,,,4,2,247.0,16.0,,11
416,11.0,1500.0,1500.0,,,4,1,246.0,38.0,5199.0,11
417,15.0,800.0,800.0,,,4,2,246.0,36.0,2522.0,11
418,10.0,700.0,700.0,,,4,1,246.0,18.0,5142.0,11
419,8.0,,,,,4,1,246.0,15.0,,11
420,3.0,,,,,4,1,247.0,11.0,,11
421,0.0,,,,,4,1,246.0,10.0,,11
422,0.0,622.0,,,,4,2,247.0,65.0,6239.0,11
423,4.0,622.0,,,622.0,4,2,246.0,32.0,,11
424,9.0,800.0,800.0,,,4,1,246.0,21.0,7170.0,11
425,7.0,800.0,800.0,,,4,1,246.0,47.0,7156.0,11
426,3.0,,,,,2,2,246.0,48.0,,11
427,10.0,,,,,4,2,246.0,17.0,,11
428,15.0,1250.0,1000.0,,,4,2,246.0,35.0,2312.0,11
429,0.0,,,,,4,2,247.0,7.0,,11
430,8.0,2500.0,2500.0,,,2,1,246.0,36.0,7114.0,11
431,9.0,166.0,,,166.0,4,2,246.0,32.0,,11
432,3.0,,,,,16,1,246.0,10.0,,11
433,0.0,,,,,4,2,246.0,8.0,,11
434,0.0,,,,,4,1,246.0,6.0,,11
435,5.0,1750.0,1750.0,,,4,2,246.0,47.0,5161.0,11
436,9.0,622.0,622.0,,,4,2,247.0,17.0,5211.0,11
437,1.0,622.0,,,,4,2,246.0,68.0,,11
438,7.0,1100.0,1100.0,,,2,1,247.0,23.0,7155.0,11
439,9.0,,,,,2,2,246.0,25.0,,11
440,0.0,,,,,2,1,246.0,1.0,,11
441,4.0,622.0,,,,16,2,246.0,65.0,,11
442,4.0,700.0,700.0,,,4,1,246.0,30.0,7170.0,11
443,0.0,160.0,,,160.0,4,2,246.0,45.0,,11
444,7.0,,,,,16,2,247.0,24.0,,11
445,3.0,,,,,4,1,247.0,14.0,,11
446,2.0,,,,,4,2,246.0,11.0,,11
447,0.0,,,,,16,1,246.0,7.0,,11
448,4.0,800.0,800.0,,,4,2,246.0,42.0,7244.0,11
449,4.0,450.0,450.0,,,4,1,246.0,15.0,5243.0,11
450,11.0,850.0,850.0,,,2,1,246.0,21.0,5134.0,11
451,11.0,850.0,850.0,,,2,2,246.0,19.0,5134.0,11
